190,Livscykelanalys av färg (Life cycle assessment of Paint),Ulrik Axelsson~ Anna Jarnhammar~ Karl-Olof Widell~ Per Jernberg~ Gilbert Jansson~ Mats Zackrisson~ Olof Holmer.\,1999,Institutet för Vatten- och Luftvårdsforskning (IVL),,,,,,,,,, report B 1338-A,,
191,Loose-laid carpet tiles (PA6) - Environmental Product Declaration,,2009,Institut Bauen und Umwelt~ German Institute of Construction and Environment,,,,,,,,,,Declaration number: EPD-GUT-2009111-E,,
192,Loose-laid carpet tiles (PA6.6) - Environmental Product Declaration,,2009,Institut Bauen und Umwelt~ German Institute of Construction and Environment,,,,,,,,,,Declaration number: EPD-GUT-2009411-E,,
193,Low Density polyethylene film LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
194,Low Density polyethylene film LCI Data Summary in Excel format,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
195,Low Density polyethylene LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
196,Low Density polyethylene LCI Data Summary in Excel format,I Boustead,1999,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
197,Materials~ Operational Energy inputs and Net Energy Ratio for Photobiological Hydrogen Production,Greg Burgess~ Javier Fernandez-Velasco,2006,,,,,,International Journal of Hydrogen Energy,  
10.1016/j.ijhydene.2006.10.055,,,,,,
198,Mechanical Properties of Concrete with Recycled Coarse Aggregate,Khaldoun Rahal,2007,,,42,,407-415,Building and Environment,,,,,,,
199,Metal Resources and Energy,P F Chapman~ F Roberts,1983,Butterworth & Co Ltd,408108010,,,,,,,,,,,
200,New Gross Energy Requirement Figures for Material Production,E Worrell~ R J J van Heijningen,1993,,,19,6,627-640,Energy,,,,,,,
201,New Zealand Building Materials Embodied Energy Coefficients Database: Volume II - Coefficients,Andrew Alcorn~ Peter Wood,1998,Centre for Building Performance Research - Victoria University of Wellington,,,,,,,,,,,,
202,New Zealand Embodied Energy Coefficients,George Baird~ Andrew Alcorn~ Phil Haslam,1997,Centre for Building Performance Research - Victoria University of Wellington,,,,,,,,,,,,
203,Nylon 66 LCI Data Summary in Excel format~ APME,I Boustead,1999,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
204,Nylon 66 LCI Data Summary~ APME,I Boustead,1999,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
205,Planning for sustainable development and construction,,2000,Somerset Trust for Sustainable development,,,,,,,Town Hall~ Langport~ Somerset~ TA10 9GR,,,,,
206,Polyamide 6 (Nylon 6) LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
207,Polyamide 6 (Nylon 6) LCI Data Summary in Excel,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
208,Polyamide 66 (Nylon 66) LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
209,Polyamide 66 (Nylon 66) LCI Data Summary in Excel,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
210,Polycarbonate LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
211,Polycarbonate LCI Data Summary in Excel format,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
212,Polyolefin's,I Boustead,2003,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
213,Polypropylene  injection moulding LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
214,Polypropylene injection moulding LCI Data Summary in Excel format,I Boustead,1999,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
215,Polypropylene LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
216,Polypropylene LCI Data Summary in Excel format,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
217,Polypropylene orientated film LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
218,Polypropylene orientated film LCI Data Summary in Excel format,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
219,Polystyrene (Expandable)(EPS) LCI Data Summary,I Boustead,2006,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
220,Polystyrene (Expandable)(EPS) LCI Data Summary in Excel format,I Boustead,2006,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
221,Polystyrene (General Purpose)(GPPS) LCI Data Summary,I Boustead,2006,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
222,Polystyrene (General Purpose)(GPPS) LCI Data Summary in Excel format,I Boustead,2006,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
223,Polystyrene (High Impact) LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
224,Polystyrene (High Impact) LCI Data Summary in Excel format,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
225,Polyurethane Flexible foam LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
226,Polyurethane Flexible foam LCI Data Summary in Excel,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
227,Polyurethane Rigid foam LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
228,Polyurethane Rigid foam LCI Data Summary in Excel,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
229,Product Comparisons Method,G D Salomonsson~ M D Ambrose,1996,CSIRO Building - Construction and Engineering - Deakin Universiity,,,,, Embodied Energy Conference,,Melbourne~ Australia,,,,,
230,PVC (emulsion polymerised) LCI Data Summary,I Boustead,1999,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
231,PVC (emulsion polymerised) LCI Data Summary in Excel,I Boustead,1999,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
232,PVC Calendered Sheet LCI Summary Data,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
233,PVC Calendered Sheet LCI Summary Data in Excel,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
234,PVC Injection Moulding LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
235,PVC Injection Moulding LCI Data Summary in Excel,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
236,PVC pipe LCI data summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
237,PVC pipe LCI data summary in Excel,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
238,PVC Unplasticised Film (UPVC Film) LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
239,PVC Unplasticised Film (UPVC Film) LCI Data Summary in Excel,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
240,Quality based energy contents and carbon coefficients for building materials: A System approach,W P S Dias~ S P Pooliyadda,2004,,,29,,561-580,Energy,,,,,,,
241,Quantitative assessment of embodied environmental profile of building materials,Zhiqi Gong~ Zhihui Zhang,2004,,,44,9,,Journal of Tsinghua university,,,,,,,
242,Quantities for ordering building materials,,2006,Cement and Concrete Institute,,,,,,,,,,,,
243,Quantity based Energy Contents and Carbon Coefficients for Building Materials: A Systems Approach,W P S Dias~ S P Pooliyadda,2001,,,29,,561-580,Energy,,,,,,,
244,Quarry Products Association - Sustainable Development Report 2008,,2008,Quarry Products Association,,,,,,,,,,,,
245,Reducing the Carbon Footprint of Masonry Mortar,Paul Livesey,2007,,,14,,,The Journal of the Building Limes Forum,,,,,,,
246,Reference Document on Best Available Techniques in the Cement and Lime Manufacturing Industries,,2007,Integrated Pollution Prevention and Control - European Commission,,,,,,,,,,,,
247,Reference Document on Reference Document on the Best Available Techniques in the Ceramic Manufacturing Industry,,2007,European Comission,,,,,,,,,,,,
248,Report for Life Cycle Assessment for Paper and Packaging Waste Management Scenarios in New South Wales,Tim Grant~ Karli L. James~ Sven Lundie~ Kees Sonneveld~ Paul Beavis,2001,Centre for Design at RMIT University - Victoria University - University of New South Wales,,,,,,,,,,,,
249,Research on lifecycle fixed resources and exhausted carbon dioxide by buildings in Japan,Noboru Urushizaki~ Takeo Kamioka~ Chiaki Kaneko~ Satoru Sugiyama,1994,,,,,,,,,,,,,Proceedings of the CIB conference on buildings and the environment.
250,RheinzinK~ Titanium Zinc - Environmental Product Declaration,,2005,Institut Bauen und Umwelt~ German Institute of Construction and Environment,,,,,,,,,,Declaration number: AUB-RHE-11105-E,,
251,Rockwool environmental report: The wind of change,,1997,Rockwool Limited,,,,,,,,,,,,
252,RT Environmental declaration Cold rolled steel sheet and coils,,2007,Rautaruukki Oyj,,,,,,,,,,, www.ruukki.com,
253,RT Environmental declaration Colour coated steel sheets and coils,,2007,Rautaruukki Oyj,,,,,,,,,,, www.ruukki.com,
254,RT Environmental declaration Metal coated steel sheet and coils,,2007,Rautaruukki Oyj,,,,,,,,,,, www.ruukki.com,
255,RT Environmental declaration Ruukki’s structural hollow sections~ steel pipe piles and steel sections,,2007,Rautaruukki Oyj,,,,,,,,,,, www.ruukki.com,
256,RT Environmental Declaration: External wall element system (Nordicon),,2007,Rautaruukki Oyj,,,,,,,,,,, www.ruukki.com,
257,RT Environmental Declaration: Light-weight Sandwich Element System (Panel 3Lock),,2007,Rautaruukki Oyj,,,,,,,,,,, www.ruukki.com,
258,RT Environmental Declaration: Rautaruukki Oyj~ Hot-rolled frames and bridge structures,,2007,Rautaruukki Oyj,,,,,,,,,,, www.ruukki.com,
259,RT Environmental Declaration: Rautaruukki Oyj~ Roofing sheets and façade claddings (paint coated),,2007,Rautaruukki Oyj,,,,,,,,,,, www.ruukki.com,
260,RT Environmental Declaration: Rautaruukki Oyj~ Roofing sheets~ façade claddings~ purlins~ framings and composite frame systems (hot-dip galvanized),,2007,Rautaruukki Oyj,,,,,,,,,,, www.ruukki.com,
261,RT-Environmental declaration Hot rolled steel plates~ sheet and coils,,2007,Rautaruukki Oyj,,,,,,,,,,, www.ruukki.com,
262,Sandstone Quarrying and Processing: A Life-Cycle Inventory,,2008,University of Tennessee,,,,,,,,,,,,
263,Sikament 160 Technical data Sheet,,2005,Sika Limited,,,,,,,,,,,,
264,Sikkens Cetol BL 21 cradle to gate data,,2003,Akzo Nobel Specialist Coatings,,,,,,,,,,,,
265,Sikkens Cetol BL 31 cradle to gate data,,2003,Akzo Nobel Specialist Coatings,,,,,,,,,,,,
266,Sikkens Cetol BL opaque cradle to gate data,,2003,Akzo Nobel Specialist Coatings,,,,,,,,,,,,
267,Sikkens Cetol BL Primer cradle to gate data,,2003,Akzo Nobel Specialist Coatings~ Imperial College Life Cycle Assessment Group,,,,,,,,,,,,
268,Sikkens Cetol WF 955 cradle to gate date,,2003,Akzo Nobel Specialist Coatings~ Imperial College Life Cycle Assessment Group,,,,,,,,,,,,
269,Sikkens Cetol WP 560 cradle to gate data,,2003,Akzo Nobel Specialist Coatings~ Imperial College Life Cycle Assessment Group,,,,,,,,,,,,
270,Sikkens Rubbol WF 380 cradle to gate data,,2003,Akzo Nobel Specialist Coatings~ Imperial College Life Cycle Assessment Group,,,,,,,,,,,,
271,Solarwall~ Colorcoat assessed cladding system - Environmental Product Declaration,Corus,2002,CA Building Products,,,,,,,,,,,,
272,Suspension polymerised PVC LCI Data Summary,I Boustead,1999,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
273,Suspension polymerised PVC LCI Data Summary in Excel,I Boustead,1999,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
274,Sustainability analysis of window frames,M Asif~ T Muneer~ J Kubie,2005,Napier University,,,,,,,,,,,,
275,Sustainable homes: Embodied energy in residential property development~ A guide for registered social landlords.,,1999,Sustainable homes,,,,,,,,,,,http://www.sustainablehomes.co.uk,
276,Tecu~ Copper Strips and Copper Alloys - Environmental Product Declaration,,2007,Institut Bauen und Umwelt~ German Institute of Construction and Environment,,,,,,,,,,Declaration number: AUB-KME-30807-E,,
277,Textile floor covering (PA 6) - Environmental Product Declaration,,2009,Institut Bauen und Umwelt~ German Institute of Construction and Environment,,,,,,,,,,Declaration number: EPD-GUT-2009211-E,,
278,Textile floor covering (PA 6)~ backing of textile fabrics - Environmental Product Declaration,,2009,Institut Bauen und Umwelt~ German Institute of Construction and Environment,,,,,,,,,,Declaration number: EPD-GUT-2009511-E,,
279,Textile floor covering (PA 6.6) - Environmental Product Declaration,,2009,Institut Bauen und Umwelt~ German Institute of Construction and Environment,,,,,,,,,,Declaration number: EPD-GUT-2009311-E,,
280,Textile mass balances and product life cycles; Ref S5471,,1999,British Textile Technology Group,,,,,,,,,,,,
281,The Energy Embodied in Building Materials - updated New Zealand coefficients and their significance,George Baird~ Andrew Alcorn~ Phil Haslam,1997,Centre for Building Performance Research - Victoria University of Wellington,,,,,,,,,,,,
282,The environmental impacts of the production of hemp and flax textile yarn,Hayo M.G. van der Werf~ Lea Turunen,2008,,,27,,1 -10,industrial crops and products,,,,,,,
283,The European Steel Industry and Climate Change,,2000,EUROFER~ European Confederation of Iron and Steel Industries,,,,,,,,,,,,
284,The Finnish metals industry and the environment,Jyri Seppala~ Sirkka Koskela~ Matti Melanen~ Matti Palperi,2002,,,,,,Resources conservation and recycling,,,,,,,
285,The Future of the European Aluminium Industry: A MARKAL Energy and Material Flow Analysis,D J Gielen,1998,ECN-Policy Studies,,,,,,,,,,,,
286,The Life Cycle of copper~ its co-products and by-products,Robert U Ayres~ Leslie W Ayres~ Ingrid Rade,2002,International institute for Environment and Development,,,,,,,,,,,,
287,The Lifecycle assessment of Italian clay brick products,Mariachiara Torricelli,2005,,,,,,,,,,,,,
288,The measure of our sustainability~ Report of the world steel industry 2004,,2003,IISI~ International Iron and Steel Institute,,,,,,,,,,,,
289,Thermoformed~ Expanded Polystyrene  LCI Data Summary,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
290,Thermoformed~ Expanded Polystyrene  LCI Data Summary in Excel format,I Boustead,2005,APME~ Association of Plastics Manufacturers in Europe,,,,,,,,,,,,
291,Timber as a building material - An environmental comparison against synthetic building materials,Phil Townsend~ Chris Wagner,2002,National Association of Forest Industries Ltd,,,,,,,,,,,,
292,Tonality~ ceramic cladding elements - Environmental Product Declaration,,2009,Institut Bauen und Umwelt~ German Institute of Construction and Environment,,,,,,,,,,Declaration number: EPD-CRE-2009111-E,,
293,Towards the holistic assessment of building performance based on an integrated systems approach,Stephane Citherlet,2001,Swiss Federal Institute of Technology,,,,,,,,,,,,
294,Uncoated wood-free fine paper - Environmental Product Declaration,,2008,Asia Pacific Resources International Holdings Ltd.,,,,,,,,,,,,
295,What LCA can tell us about the cement industry,Steven B Young~ Shannon Turnbul~ Andrea Russell,2002,Five winds international; World business council for sustainable development,,,,,,,,,,,,
296,Window and advanced glazing systems life cycle assessment,Stephane Citerlet~ Francesca Di Gulielmo~ Jean-Bernard Gay,2000,,,32,,225-234,Energy & Buildings,,,,,,,
297,Wood based building materials and atmospheric carbon emissions,Andrew H Buchanan~ S Bry Levine,1999,,,2,,427-437,Environmental Science & Policy,,,,,,,
298,World steel life cycle inventory - IISI methodology report,,2000,IISI~  International Iron & Steel Institute,,,,,,,,,,,,
299,Ytong~ Autoclaved Aerated Concrete (AAC) - Environmental Product Declaration,,2005,Institut Bauen und Umwelt~ German Institute of Construction and Environment,,,,,,,,,,,,
300,Cradle-to-Gate Carbon Footprint Analysis for Concrete Pipeline~ Manhole Ring and Cover Slab,,2010,Concrete Pipeline Systems Association,,,,,,,,,,Declaration number: AUB-XEL-11005-E,,
,,,,,,,,,,,,,,,,
