Steel Shearing,0.0011,http://data.nasa.gov/qudt/owl/unit#SquareInch,from electrical consumption,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel
Steel Laser Cutting,0.0003,http://data.nasa.gov/qudt/owl/unit#SquareInch,from electrical consumption,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel
Steel Bandsawing,0.0008,http://data.nasa.gov/qudt/owl/unit#SquareInch,from electrical consumption,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel
Steel Machining,0.036,http://data.nasa.gov/qudt/owl/unit#PoundMass,from electrical consumption,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel
Steel Turning,0.039,http://data.nasa.gov/qudt/owl/unit#PoundMass,from electrical consumption,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel
Steel Arc Welding,0.033,http://data.nasa.gov/qudt/owl/unit#Foot,,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel Weld
Steel Gas Welding,0.044,http://data.nasa.gov/qudt/owl/unit#Foot,,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel Weld
Steel MIG Welding,0.82,http://data.nasa.gov/qudt/owl/unit#Foot,electrical MIG steel welding,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel Weld
Stainless Steel Rolling,0.24,http://data.nasa.gov/qudt/owl/unit#PoundMass,rolling of stainless steel welding,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Rolled Stainless Steel
Aluminum Extrusion,280,http://data.nasa.gov/qudt/owl/unit#PoundMass,of profiles like window frames,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Extruded Aluminum
Aluminum Machining,0.063,http://data.nasa.gov/qudt/owl/unit#PoundMass,from electrical consumption,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Aluminum
Aluminum Bandsaying,0.0005,http://data.nasa.gov/qudt/owl/unit#SquareInch,from electrical consumption,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Aluminum
Aluminum Shearing,0.098,http://data.nasa.gov/qudt/owl/unit#SquareInch,cutting with shears,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Aluminum
Aluminum Forging,0.17,http://data.nasa.gov/qudt/owl/unit#PoundMass,from electrical consumption,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Aluminum
Aluminum Foam Casting ,5.2,http://data.nasa.gov/qudt/owl/unit#PoundMass,lost EPS foam casting,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Casted Aluminum
Aluminum Mold Casting,1.3,http://data.nasa.gov/qudt/owl/unit#PoundMass,semi-permanent mold casting,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Casted Aluminum
Aluminum Rolling,0.25,http://data.nasa.gov/qudt/owl/unit#PoundMass,rolling of aluminum sheet,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Rolled Aluminum Sheet
Aluminum Turning,0.067,http://data.nasa.gov/qudt/owl/unit#PoundMass,,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Aluminum
Aluminum Seam Welding,4.6,http://data.nasa.gov/qudt/owl/unit#Foot,continuous 0.06 inch x 12 inch,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Aluminum Weld
Aluminum MIG Welding,0.056,http://data.nasa.gov/qudt/owl/unit#Foot,MIG arc welding with helium,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Aluminum Weld
Aluminum Spot Welding,0.094,http://data.nasa.gov/qudt/owl/unit#SquareInch,0.2 inch x 0.2 inch weld,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,0.04,Output,Aluminum Weld
Aluminum Anodizing,0.34,http://data.nasa.gov/qudt/owl/unit#SquareFoot,,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Anodized Layer
Aluminum Powder Coating,0.32,http://data.nasa.gov/qudt/owl/unit#SquareFoot,powder coating on aluminum,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Aluminum Powdered Coating
Steel Powder Coating,0.39,http://data.nasa.gov/qudt/owl/unit#SquareFoot,powder coating on steel,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Steel Powdered Coating
Copper Drawing,0.87,http://data.nasa.gov/qudt/owl/unit#PoundMass,copper wire drawing,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Copper Wire
Brass Casting,0.027,http://data.nasa.gov/qudt/owl/unit#PoundMass,,Product,http://sw.opencyc.org/concept/Mx4rvVibh5wpEbGdrcN5Y29ycA,1,Output,Casted Brass
